1	react-hooks/exhaustive-deps	95:6	/Users/rsternke/permit-school/permit-school/web/src/app/admin/audit/page.tsx	React Hook useEffect has a missing dependency: 'fetchAuditLogs'. Either include it or remove the dependency array.
1	react-hooks/exhaustive-deps	71:6	/Users/rsternke/permit-school/permit-school/web/src/app/admin/fulfillment/inventory/page.tsx	React Hook useEffect has a missing dependency: 'fetchStock'. Either include it or remove the dependency array.
1	@next/next/no-img-element	339:19	/Users/rsternke/permit-school/permit-school/web/src/app/admin/security/page.tsx	Using `<img>` could result in slower LCP and higher bandwidth. Consider using `<Image />` from `next/image` to automatically optimize images. This may incur additional usage or cost from your provider. See: https://nextjs.org/docs/messages/no-img-element
